9,C,1845.59,1850,13.1,14.3,0.1274811,0.3079956
9,C,1845.59,1855,10.4,11.5,0.1274811,0.3079956
9,C,1845.59,1860,8.1,9.2,0.1274811,0.3079956
9,C,1845.59,1865,6.1,7.3,0.1274811,0.3079956
9,C,1845.59,1870,4.4,5.5,0.1274811,0.3079956
18,C,1845.59,1850,18.6,20.1,0.1398381,0.9376797
18,C,1845.59,1855,15.9,17.3,0.1398381,0.9376797
18,C,1845.59,1860,13.4,14.9,0.1398381,0.9376797
18,C,1845.59,1865,11.1,12.4,0.1398381,0.9376797
18,C,1845.59,1870,9.1,10.3,0.1398381,0.9376797
37,C,1845.59,1850,27.5,29,0.166544,1.345422
37,C,1845.59,1855,24.6,26,0.166544,1.345422
37,C,1845.59,1860,22.2,23.4,0.166544,1.345422
37,C,1845.59,1865,19.7,20.9,0.166544,1.345422
37,C,1845.59,1870,17.2,18.7,0.166544,1.345422
65,C,1845.59,1850,37.4,38.9,0.2054045,1.949725
65,C,1845.59,1855,34.7,36.2,0.2054045,1.949725
65,C,1845.59,1860,31.9,33.5,0.2054045,1.949725
65,C,1845.59,1865,29.4,30.8,0.2054045,1.949725
65,C,1845.59,1870,26.8,28.3,0.2054045,1.949725
100,C,1845.59,1850,47.8,49.6,0.2452324,1.912245
100,C,1845.59,1855,44.9,46.7,0.2452324,1.912245
100,C,1845.59,1860,42.3,43.9,0.2452324,1.912245
100,C,1845.59,1865,39.7,41.3,0.2452324,1.912245
100,C,1845.59,1870,37,38.7,0.2452324,1.912245
109,C,1845.59,1800,82.1,84.7,0.2550651,1.925472
109,C,1845.59,1825,65.3,67.6,0.2550651,1.925472
109,C,1845.59,1850,50.3,52.6,0.2550651,1.925472
109,C,1845.59,1875,36.9,39.2,0.2550651,1.925472
109,C,1845.59,1900,25.9,27.8,0.2550651,1.925472
191,C,1845.59,1800,99.2,101.8,0.3461079,2.016631
191,C,1845.59,1825,83.5,86,0.3461079,2.016631
191,C,1845.59,1850,69,71,0.3461079,2.016631
191,C,1845.59,1875,55.2,57.5,0.3461079,2.016631
191,C,1845.59,1900,43.6,45.7,0.3461079,2.016631
201,C,1845.59,1800,101.2,104.1,0.3582595,2.0271
201,C,1845.59,1825,85.2,88.2,0.3582595,2.0271
201,C,1845.59,1850,70.8,73.5,0.3582595,2.0271
201,C,1845.59,1875,57.5,60.2,0.3582595,2.0271
201,C,1845.59,1900,45.7,48.2,0.3582595,2.0271
282,C,1845.59,1800,114.4,117.7,0.4566599,2.086096
282,C,1845.59,1825,99.2,102.4,0.4566599,2.086096
282,C,1845.59,1850,84.9,88,0.4566599,2.086096
282,C,1845.59,1875,71.8,74.8,0.4566599,2.086096
282,C,1845.59,1900,59.8,62.7,0.4566599,2.086096
293,C,1845.59,1800,115.3,121.5,0.4700192,2.085848
293,C,1845.59,1825,100.4,105.3,0.4700192,2.085848
293,C,1845.59,1850,85.9,91.8,0.4700192,2.085848
293,C,1845.59,1875,72.8,78.4,0.4700192,2.085848
293,C,1845.59,1900,60.7,66.1,0.4700192,2.085848
9,P,1845.59,1850,16.9,18.4,0.1274811,0.3079956
9,P,1845.59,1855,19.3,21,0.1274811,0.3079956
9,P,1845.59,1860,21.7,23.6,0.1274811,0.3079956
9,P,1845.59,1865,25,27,0.1274811,0.3079956
9,P,1845.59,1870,28.1,30.1,0.1274811,0.3079956
18,P,1845.59,1850,23,24.8,0.1398381,0.9376797
18,P,1845.59,1855,25.4,27.2,0.1398381,0.9376797
18,P,1845.59,1860,27.7,29.6,0.1398381,0.9376797
18,P,1845.59,1865,30.5,32.5,0.1398381,0.9376797
18,P,1845.59,1870,33.5,35.7,0.1398381,0.9376797
37,P,1845.59,1850,32.9,34.6,0.166544,1.345422
37,P,1845.59,1855,34.9,36.5,0.166544,1.345422
37,P,1845.59,1860,37.3,38.9,0.166544,1.345422
37,P,1845.59,1865,39.8,41.5,0.166544,1.345422
37,P,1845.59,1870,42.4,44.1,0.166544,1.345422
65,P,1845.59,1850,45.9,47.5,0.2054045,1.949725
65,P,1845.59,1855,48.1,49.7,0.2054045,1.949725
65,P,1845.59,1860,50.4,52,0.2054045,1.949725
65,P,1845.59,1865,52.9,54.4,0.2054045,1.949725
65,P,1845.59,1870,55.4,57,0.2054045,1.949725
100,P,1845.59,1850,58.6,60.4,0.2452324,1.912245
100,P,1845.59,1855,60.8,62.6,0.2452324,1.912245
100,P,1845.59,1860,63,64.8,0.2452324,1.912245
100,P,1845.59,1865,65.5,67.2,0.2452324,1.912245
100,P,1845.59,1870,68,69.7,0.2452324,1.912245
109,P,1845.59,1800,43.5,46,0.2550651,1.925472
109,P,1845.59,1825,51.8,54,0.2550651,1.925472
109,P,1845.59,1850,61.4,63.8,0.2550651,1.925472
109,P,1845.59,1875,72.9,75.5,0.2550651,1.925472
109,P,1845.59,1900,86.6,89.4,0.2550651,1.925472
191,P,1845.59,1800,67.5,70.1,0.3461079,2.016631
191,P,1845.59,1825,76.6,78.7,0.3461079,2.016631
191,P,1845.59,1850,86.7,88.9,0.3461079,2.016631
191,P,1845.59,1875,98.7,100.8,0.3461079,2.016631
191,P,1845.59,1900,111.2,113.7,0.3461079,2.016631
201,P,1845.59,1800,70,72.6,0.3582595,2.0271
201,P,1845.59,1825,79.1,81.7,0.3582595,2.0271
201,P,1845.59,1850,89.3,92.1,0.3582595,2.0271
201,P,1845.59,1875,100.9,103.8,0.3582595,2.0271
201,P,1845.59,1900,113.9,116.8,0.3582595,2.0271
282,P,1845.59,1800,90.3,93.5,0.4566599,2.086096
282,P,1845.59,1825,99.9,103.4,0.4566599,2.086096
282,P,1845.59,1850,110.5,114.1,0.4566599,2.086096
282,P,1845.59,1875,122.2,125.7,0.4566599,2.086096
282,P,1845.59,1900,135.1,138.5,0.4566599,2.086096
293,P,1845.59,1800,90.7,96.8,0.4700192,2.085848
293,P,1845.59,1825,101.4,106.2,0.4700192,2.085848
293,P,1845.59,1850,111.6,117.7,0.4700192,2.085848
293,P,1845.59,1875,123.3,129.4,0.4700192,2.085848
293,P,1845.59,1900,136.1,142.2,0.4700192,2.085848